Год,Месяц,Подразделение,Выручка,Чистая прибыль,Операционные расходы,Активы,Обязательства,Коэффициент текущей ликвидности,Доля рынка,Количество сотрудников,Рентабельность продаж,Оборачиваемость активов,Рентабельность активов,Долговая нагрузка
2026,Октябрь,Подразделение_18,1353639.52,335490.17,934276.81,313951.27,126733.87,3.82,14.92,564,24.78,4.31,106.86,40.37
2026,Октябрь,Подразделение_19,1636566.7,364643.34,1180762.52,319178.72,143845.85,2.84,14.47,293,22.28,5.13,114.24,45.07
2026,Октябрь,Подразделение_20,1853419.99,360590.46,1402681.92,494190.11,228106.18,3.56,18.45,382,19.46,3.75,72.97,46.16
2026,Октябрь,Подразделение_21,2395816.0,670110.51,1558177.87,652643.65,267308.65,3.16,14.85,416,27.97,3.67,102.68,40.96
2026,Октябрь,Подразделение_22,1546566.97,312782.5,1155588.84,410762.34,180764.06,3.1,18.89,280,20.22,3.77,76.15,44.01
2026,Октябрь,Подразделение_23,2363063.54,431653.39,1823496.8,401177.85,206841.87,2.9,12.3,266,18.27,5.89,107.6,51.56
2026,Октябрь,Подразделение_24,2312476.49,657508.81,1490590.47,674638.46,278041.33,3.4,11.43,345,28.43,3.43,97.46,41.21
2026,Октябрь,Подразделение_25,1546964.05,378681.24,1073612.5,281908.93,133641.76,2.48,18.79,566,24.48,5.49,134.33,47.41
2026,Октябрь,Подразделение_26,2138784.59,422730.24,1610371.79,377216.9,207887.8,2.65,16.45,480,19.76,5.67,112.07,55.11
2026,Октябрь,Подразделение_27,1604661.91,395684.46,1110056.34,455636.79,248626.78,2.53,13.71,560,24.66,3.52,86.84,54.57
2026,Октябрь,Подразделение_28,1323682.36,288184.1,963452.24,378731.91,167915.58,2.66,11.1,240,21.77,3.5,76.09,44.34
2026,Октябрь,Подразделение_29,2067047.41,483389.42,1462810.63,295534.81,174081.97,1.7,21.29,309,23.39,6.99,163.56,58.9
2026,Октябрь,Подразделение_30,1708710.77,463771.56,1128996.32,422986.59,236653.36,2.19,11.73,482,27.14,4.04,109.64,55.95
2026,Октябрь,Подразделение_31,2339784.62,705994.05,1457292.06,542572.31,281779.08,3.13,12.66,309,30.17,4.31,130.12,51.93
2026,Октябрь,Подразделение_32,5495588.411630778,1089541.8894578929,1617841.49,321551.24,163776.7,2.12,21.09,441,20.67,6.78,140.2,50.93
2026,Октябрь,Подразделение_33,1285927.99,375424.3,816647.62,448744.76,237496.72,2.21,19.87,320,29.19,2.87,83.66,52.92
2026,Октябрь,Подразделение_34,1830476.27,446057.78,1272904.04,378370.4,206852.35,1.76,13.08,555,24.37,4.84,117.89,54.67
2026,Октябрь,Подразделение_35,1995830.21,505521.13,1363928.81,631815.15,293323.63,3.12,21.09,231,25.33,3.16,80.01,46.43
2026,Октябрь,Подразделение_36,2307838.62,538017.26,1635317.04,681929.79,320363.87,2.2,13.5,490,23.31,3.38,78.9,46.98
2026,Октябрь,Подразделение_37,1589994.28,478439.7,991944.66,523646.89,282297.52,1.86,21.41,293,30.09,3.04,91.37,53.91
2026,Октябрь,Подразделение_38,1802232.22,414210.61,1284468.95,636047.85,321140.0,2.7,19.02,344,22.98,2.83,65.12,50.49
2026,Октябрь,Подразделение_39,1606088.5,503263.0,977009.75,439485.37,254835.93,1.76,13.17,390,31.33,3.65,114.51,57.99
2026,Октябрь,Подразделение_40,2301785.04,508551.32,1666095.9,389101.76,168497.15,4.01,19.79,564,22.09,5.92,130.7,43.3
2026,Октябрь,Подразделение_41,1823677.82,368049.29,1363616.21,389220.73,207294.41,1.73,20.51,375,20.18,4.69,94.56,53.26
2026,Октябрь,Подразделение_42,2371770.54,710606.02,1483513.01,611750.18,358729.29,1.55,13.88,307,29.96,3.88,116.16,58.64
2026,Октябрь,Подразделение_43,1537959.31,306980.36,1154233.86,313576.65,137599.99,3.49,18.57,559,19.96,4.9,97.9,43.88
2026,Октябрь,Подразделение_44,1299512.43,302510.95,921373.74,566612.57,263722.45,3.4,15.6,290,23.28,2.29,53.39,46.54
2026,Октябрь,Подразделение_45,1510218.59,249031.0,1198929.84,580194.34,294486.47,2.11,12.44,554,16.49,2.6,42.92,50.76
2026,Октябрь,Подразделение_46,3511845.4092193674,539073.4835522202,1115142.4,545773.24,218610.05,2.63,10.95,539,16.0,2.55,40.87,40.06
2026,Октябрь,Подразделение_47,2052129.25,641009.22,1250867.73,519777.38,210445.83,3.95,14.59,562,31.24,3.95,123.32,40.49
2026,Октябрь,Подразделение_48,1934795.79,481893.48,1332428.94,325535.69,144002.8,2.18,20.46,547,24.91,5.94,148.03,44.24
2026,Октябрь,Подразделение_49,1818457.45,403801.47,1313705.61,687019.76,385813.76,2.28,18.63,548,22.21,2.65,58.78,56.16
2026,Октябрь,Подразделение_50,1614914.36,511320.66,975763.54,530921.95,218106.61,2.16,11.09,377,31.66,3.04,96.31,41.08
2026,Октябрь,Подразделение_51,2024324.14,529223.57,1362794.68,479466.02,225888.57,3.85,20.8,306,26.14,4.22,110.38,47.11
2026,Октябрь,Подразделение_52,1524399.97,320112.03,1124259.93,585038.47,301531.67,2.36,13.06,303,21.0,2.61,54.72,51.54
2026,Октябрь,Подразделение_53,2102660.33,528454.0,1442092.83,477030.0,215074.83,2.45,15.09,274,25.13,4.41,110.78,45.09
2026,Октябрь,Подразделение_54,1786127.38,554181.96,1093399.93,349499.89,194422.67,3.22,16.66,508,31.03,5.11,158.56,55.63
2026,Октябрь,Подразделение_55,1650312.03,395338.38,1156139.05,579178.83,272352.61,3.2,17.73,346,23.96,2.85,68.26,47.02
2026,Октябрь,Подразделение_56,2110670.05,620416.29,1335149.68,685100.92,383549.23,2.46,19.31,351,29.39,3.08,90.56,55.98
2026,Октябрь,Подразделение_57,1877051.41,355027.33,1433267.25,411301.33,185838.97,3.3,15.63,484,18.91,4.56,86.32,45.18
2026,Октябрь,Подразделение_58,1642220.68,362423.88,1189190.82,467141.14,266848.18,1.93,13.49,563,22.07,3.52,77.58,57.12
2026,Октябрь,Подразделение_59,3871089.823858958,1117934.1663593408,958344.4,643319.2,356395.88,2.21,20.27,335,30.1,2.39,71.9,55.4
2026,Октябрь,Подразделение_60,2282328.11,728678.71,1371479.72,641931.82,353658.53,2.37,18.84,390,31.93,3.56,113.51,55.09
2026,Октябрь,Подразделение_61,1903483.97,536610.33,1232721.06,302418.91,134466.02,3.97,14.32,531,28.19,6.29,177.44,44.46
2026,Октябрь,Подразделение_62,1815033.91,512375.3,1174564.79,332015.18,180629.39,2.28,17.59,526,28.23,5.47,154.32,54.4
2026,Октябрь,Подразделение_63,1821469.67,430152.11,1283779.53,596642.09,338406.67,2.39,20.64,416,23.62,3.05,72.1,56.72
2026,Октябрь,Подразделение_64,1655676.89,365784.5,1198446.26,690003.88,398459.86,1.77,10.86,469,22.09,2.4,53.01,57.75
2026,Октябрь,Подразделение_65,2202694.06,353093.98,1761326.58,393362.92,196544.8,2.81,12.48,371,16.03,5.6,89.76,49.97
2026,Октябрь,Подразделение_66,1935543.74,455088.74,1366682.81,505353.68,289013.46,1.98,20.37,481,23.51,3.83,90.05,57.19
2026,Октябрь,Подразделение_67,2237167.92,509277.14,1600571.49,436989.71,222792.88,1.91,14.48,404,22.76,5.12,116.54,50.98
2026,Октябрь,Подразделение_68,2326009.47,563609.09,1621498.1,670966.76,279388.79,2.43,12.08,430,24.23,3.47,84.0,41.64
2026,Октябрь,Подразделение_69,2106699.48,668191.75,1271459.79,477920.99,241323.08,2.09,16.84,433,31.72,4.41,139.81,50.49
2026,Октябрь,Подразделение_70,1448429.7,416148.19,928244.46,358077.79,202027.38,2.32,11.25,261,28.73,4.05,116.22,56.42
2026,Октябрь,Подразделение_71,2500678.77,576243.21,1780374.76,549448.09,247579.18,2.88,19.28,402,23.04,4.55,104.88,45.06
2026,Октябрь,Подразделение_72,2187059.55,387248.1,1702999.43,622820.51,267433.22,3.12,20.71,248,17.71,3.51,62.18,42.94
2026,Октябрь,Подразделение_73,1565076.91,306705.15,1181695.48,449101.38,226152.77,2.68,17.39,421,19.6,3.48,68.29,50.36
2026,Октябрь,Подразделение_74,1981062.46,566564.67,1272856.63,447986.08,196170.77,2.1,21.2,357,28.6,4.42,126.47,43.79
2026,Октябрь,Подразделение_75,1346170.98,268020.18,1011145.76,629380.29,369900.78,2.08,16.93,445,19.91,2.14,42.58,58.77
2026,Октябрь,Подразделение_76,1376825.91,410708.94,863439.73,375338.59,210328.22,3.01,14.27,316,29.83,3.67,109.42,56.04
2026,Октябрь,Подразделение_77,1896474.51,305091.14,1515110.58,693898.52,362038.83,2.43,18.06,561,16.09,2.73,43.97,52.17
2026,Октябрь,Подразделение_78,2495086.44,734102.9,1577457.81,579456.61,273986.23,2.97,17.76,235,29.42,4.31,126.69,47.28
2026,Октябрь,Подразделение_79,4431940.143480048,1250822.6998783844,1112231.38,561196.35,323714.64,1.79,20.78,319,29.42,3.13,92.22,57.68
2026,Октябрь,Подразделение_80,2004731.11,408560.39,1494030.62,587160.44,241553.35,3.05,12.82,563,20.38,3.41,69.58,41.14
2026,Октябрь,Подразделение_81,1822585.4,471699.92,1232960.49,428110.83,202012.45,2.83,14.25,515,25.88,4.26,110.18,47.19
2026,Октябрь,Подразделение_82,1801448.77,384522.69,1320795.4,442196.49,200834.91,2.73,13.78,359,21.35,4.07,86.96,45.42
2026,Октябрь,Подразделение_83,1274493.96,230389.69,986506.85,534042.09,231512.65,3.02,19.67,339,18.08,2.39,43.14,43.35
2026,Октябрь,Подразделение_84,1349424.95,220448.91,1073863.81,340053.03,195829.33,2.2,13.56,411,16.34,3.97,64.83,57.59
2026,Октябрь,Подразделение_85,2322207.21,727002.41,1413454.2,291717.65,150600.55,1.94,16.91,323,31.31,7.96,249.21,51.63
2026,Октябрь,Подразделение_86,2294089.87,489818.93,1681816.21,454854.33,218713.92,3.33,16.53,262,21.35,5.04,107.69,48.08
2026,Октябрь,Подразделение_87,1432246.72,250356.93,1119300.56,371490.31,220616.18,1.42,19.99,537,17.48,3.86,67.39,59.39
2026,Октябрь,Подразделение_88,1869447.18,402779.22,1365973.16,442536.88,193164.87,1.92,19.67,479,21.55,4.22,91.02,43.65
2026,Октябрь,Подразделение_89,1691489.69,282602.09,1338237.08,598903.73,299948.96,2.5,21.09,338,16.71,2.82,47.19,50.08
2026,Октябрь,Подразделение_90,5524330.932579337,1159583.9529995203,1593023.75,569688.49,312121.95,1.74,20.6,445,21.88,3.85,84.22,54.79
2026,Октябрь,Подразделение_91,1832429.84,525241.05,1175878.54,671042.15,396398.41,1.53,14.35,569,28.66,2.73,78.27,59.07
2026,Октябрь,Подразделение_92,2093616.83,357023.36,1647337.63,546863.38,248944.17,2.51,15.73,323,17.05,3.83,65.29,45.52
2026,Октябрь,Подразделение_93,1456048.33,414538.58,937875.1,333739.72,137541.48,3.22,12.94,423,28.47,4.36,124.21,41.21
2026,Октябрь,Подразделение_94,2070829.5,355029.84,1627042.21,569361.56,251691.52,3.05,16.13,378,17.14,3.64,62.36,44.21
2026,Октябрь,Подразделение_95,5287601.331775897,1442655.6664243212,1352650.97,358703.64,191133.45,2.31,11.09,497,28.44,5.85,166.41,53.28
2026,Октябрь,Подразделение_96,1421056.18,310024.76,1033525.23,604835.35,306806.63,2.38,12.15,416,21.82,2.35,51.26,50.73
2026,Октябрь,Подразделение_97,2066925.89,466682.35,1483572.96,503292.1,238097.73,1.92,18.51,327,22.58,4.11,92.73,47.31
2026,Октябрь,Подразделение_98,1701612.12,432769.08,1160650.77,380521.85,187460.88,2.57,18.47,415,25.43,4.47,113.73,49.26
2026,Октябрь,Подразделение_99,2329480.61,593429.23,1587694.07,690654.56,401260.61,2.67,12.5,508,25.47,3.37,85.92,58.1
2026,Октябрь,Подразделение_100,2016947.48,382367.81,1538987.72,286997.59,154361.67,2.37,16.12,258,18.96,7.03,133.23,53.79
2026,Октябрь,Подразделение_101,1912772.35,321278.36,1511174.4,677085.53,401211.37,2.06,17.5,506,16.8,2.83,47.45,59.26
2026,Октябрь,Подразделение_102,1336208.21,290629.68,972921.11,503173.33,239984.09,2.42,15.46,263,21.75,2.66,57.76,47.69
2026,Октябрь,Подразделение_103,1875412.95,330068.63,1462827.16,422303.74,174352.36,2.91,17.38,288,17.6,4.44,78.16,41.29
2026,Октябрь,Подразделение_104,2137322.16,538720.89,1463921.04,698581.72,410139.64,1.95,17.27,309,25.21,3.06,77.12,58.71
2026,Октябрь,Подразделение_105,1730264.59,367050.83,1271451.05,469568.58,208293.26,2.16,13.67,509,21.21,3.68,78.17,44.36
2026,Октябрь,Подразделение_106,1644206.75,359731.73,1194542.09,680539.93,376163.39,2.49,19.09,484,21.88,2.42,52.86,55.27
2026,Октябрь,Подразделение_107,2064282.57,643260.29,1260207.2,325009.88,138948.6,3.29,17.2,546,31.16,6.35,197.92,42.75
2026,Октябрь,Подразделение_108,2214130.51,449522.66,1652227.19,528925.72,249714.6,2.52,17.97,504,20.3,4.19,84.99,47.21
2026,Октябрь,Подразделение_109,1769752.57,415879.67,1249902.98,619432.59,259668.28,4.31,16.06,338,23.5,2.86,67.14,41.92
2026,Октябрь,Подразделение_110,2031168.89,428996.97,1494922.67,474786.56,216648.53,3.1,11.22,425,21.12,4.28,90.36,45.63
2026,Октябрь,Подразделение_111,2024364.41,351491.58,1584999.93,422166.47,226909.07,2.2,14.1,273,17.36,4.8,83.26,53.75
2026,Октябрь,Подразделение_112,1279852.43,208498.33,1019229.52,334501.76,195868.77,2.17,20.43,262,16.29,3.83,62.33,58.56
2026,Октябрь,Подразделение_113,1328990.17,259579.04,1004516.37,483002.73,197636.7,2.76,14.02,364,19.53,2.75,53.74,40.92
2026,Октябрь,Подразделение_114,1969622.27,477949.78,1372185.04,667602.13,329373.98,2.28,14.29,240,24.27,2.95,71.59,49.34
2026,Октябрь,Подразделение_115,2146621.5,482577.65,1543399.44,368816.48,201137.6,2.23,13.01,364,22.48,5.82,130.84,54.54
2026,Октябрь,Подразделение_116,1851399.26,491094.55,1237531.07,426683.64,253530.3,1.46,15.7,411,26.53,4.34,115.1,59.42
2026,Октябрь,Подразделение_117,2191455.83,355078.26,1747608.0,471670.78,270515.38,1.78,15.93,455,16.2,4.65,75.28,57.35
2026,Октябрь,Подразделение_118,1523232.47,433658.97,981158.76,514421.71,217554.25,2.53,20.28,568,28.47,2.96,84.3,42.29
2026,Октябрь,Подразделение_119,1957753.62,379958.52,1482805.47,388377.36,202180.54,3.17,21.31,483,19.41,5.04,97.83,52.06
2026,Октябрь,Подразделение_120,2145562.31,662472.85,1317471.25,453883.49,266434.73,2.3,12.99,440,30.88,4.73,145.96,58.7
2026,Октябрь,Подразделение_121,2495030.6,426283.39,1962176.36,283421.81,149884.83,2.87,13.44,513,17.09,8.8,150.41,52.88
2026,Октябрь,Подразделение_122,2418430.48,705651.88,1536365.63,680379.52,407615.46,1.56,11.93,408,29.18,3.55,103.71,59.91
2026,Октябрь,Подразделение_123,2081085.87,408645.56,1570278.92,471302.8,227205.92,2.56,14.73,343,19.64,4.42,86.71,48.21
2026,Октябрь,Подразделение_124,2182535.35,656065.08,1362454.0,434641.11,252361.44,2.03,16.74,430,30.06,5.02,150.94,58.06
2026,Октябрь,Подразделение_125,2348640.07,588538.31,1612967.19,487328.34,217827.53,3.02,13.04,415,25.06,4.82,120.77,44.7
2026,Ноябрь,Подразделение_1,2040651.86,585342.13,1308974.19,618174.47,338584.57,2.81,14.75,537,28.68,3.3,94.69,54.77
2026,Ноябрь,Подразделение_2,2421033.18,590592.78,1682792.21,297687.05,138450.34,1.88,18.25,425,24.39,8.13,198.39,46.51
2026,Ноябрь,Подразделение_3,1903588.43,604514.73,1147945.02,496745.74,275624.27,2.27,14.87,498,31.76,3.83,121.7,55.49
2026,Ноябрь,Подразделение_4,1723999.18,381693.45,1246882.38,633524.15,259743.39,2.86,16.99,317,22.14,2.72,60.25,41.0
2026,Ноябрь,Подразделение_5,1467320.24,335060.56,1048494.54,628879.95,297324.18,2.45,14.67,254,22.83,2.33,53.28,47.28
2026,Ноябрь,Подразделение_6,2062750.6,479621.63,1463223.56,345901.33,191316.17,2.24,11.1,506,23.25,5.96,138.66,55.31
2026,Ноябрь,Подразделение_7,1644342.14,421640.31,1117291.75,528768.07,225378.01,3.55,21.59,555,25.64,3.11,79.74,42.62
2026,Ноябрь,Подразделение_8,5702147.708394478,1602304.1873158982,1434624.96,634800.39,289290.49,2.4,11.66,504,29.29,3.57,104.44,45.57
2026,Ноябрь,Подразделение_9,1417189.64,427513.72,882797.49,404355.41,208934.0,2.69,21.15,312,30.17,3.5,105.73,51.67
2026,Ноябрь,Подразделение_10,2639572.28,591790.56,1899834.08,397894.75,175670.28,4.01,18.23,359,22.42,6.63,148.73,44.15
2026,Ноябрь,Подразделение_11,1336468.11,391552.4,847027.61,281770.15,135655.73,2.03,18.92,276,29.3,4.74,138.96,48.14
2026,Ноябрь,Подразделение_12,1884862.26,347825.8,1450080.01,289154.48,131946.24,2.79,15.19,248,18.45,6.52,120.29,45.63
2026,Ноябрь,Подразделение_13,2220862.4,503367.69,1591652.78,557869.7,330637.96,1.72,11.4,406,22.67,3.98,90.23,59.27
2026,Ноябрь,Подразделение_14,2124760.08,575425.18,1405478.6,476535.88,192395.75,3.22,18.53,547,27.08,4.46,120.75,40.37
2026,Ноябрь,Подразделение_15,2114778.64,399503.42,1615399.37,363265.11,178406.35,2.69,17.35,374,18.89,5.82,109.98,49.11
2026,Ноябрь,Подразделение_16,2434738.88,390498.04,1946616.33,656640.92,285008.36,3.16,14.96,381,16.04,3.71,59.47,43.4
2026,Ноябрь,Подразделение_17,1990168.02,560116.59,1290022.28,282034.93,161241.53,1.59,16.85,559,28.14,7.06,198.6,57.17
2026,Ноябрь,Подразделение_18,3560871.6053284425,893343.9701107861,951369.91,286994.89,163503.4,2.16,20.05,245,26.15,4.92,128.8,56.97
2026,Ноябрь,Подразделение_19,2565607.38,471318.21,1976459.62,292444.16,131895.36,2.65,13.32,336,18.37,8.77,161.17,45.1
2026,Ноябрь,Подразделение_20,1888337.33,392149.71,1398150.19,426485.18,251536.84,2.74,21.2,547,20.77,4.43,91.95,58.98
2026,Ноябрь,Подразделение_21,2271383.63,447483.38,1712029.4,487032.44,283141.44,1.6,21.13,244,19.7,4.66,91.88,58.14
2026,Ноябрь,Подразделение_22,1379881.34,269986.31,1042398.46,455793.86,224343.59,2.67,12.89,418,19.57,3.03,59.23,49.22
2026,Ноябрь,Подразделение_23,1464851.46,272057.76,1124779.26,506571.87,203554.65,3.49,17.74,280,18.57,2.89,53.71,40.18
2026,Ноябрь,Подразделение_24,2564845.69,640222.16,1764567.99,571626.49,326826.39,2.43,19.06,380,24.96,4.49,112.0,57.17
2026,Ноябрь,Подразделение_25,2495529.43,673774.73,1653311.02,414407.26,204358.39,3.06,19.2,365,27.0,6.02,162.59,49.31
2026,Ноябрь,Подразделение_26,1653338.73,340314.75,1227945.3,461464.79,236481.63,2.08,18.87,425,20.58,3.58,73.75,51.25
2026,Ноябрь,Подразделение_27,1934744.51,491982.04,1319766.96,301187.14,178359.57,2.52,19.54,273,25.43,6.42,163.35,59.22
2026,Ноябрь,Подразделение_28,1414826.72,268463.4,1079247.47,428006.1,190117.29,2.96,20.5,542,18.98,3.31,62.72,44.42
2026,Ноябрь,Подразделение_29,1649638.4,264001.42,1319636.63,669413.85,347234.84,2.49,12.83,568,16.0,2.46,39.44,51.87
2026,Ноябрь,Подразделение_30,1363278.46,288336.13,1002858.29,597614.86,320223.78,2.02,12.04,395,21.15,2.28,48.25,53.58
2026,Ноябрь,Подразделение_31,1817926.85,489316.36,1206281.4,648013.41,346190.08,1.71,18.33,234,26.92,2.81,75.51,53.42
2026,Ноябрь,Подразделение_32,1855027.81,537636.23,1182982.52,456938.96,229905.01,2.2,17.31,474,28.98,4.06,117.66,50.31
2026,Ноябрь,Подразделение_33,1897041.99,353261.39,1455465.25,644859.71,327448.32,2.43,12.23,357,18.62,2.94,54.78,50.78
2026,Ноябрь,Подразделение_34,2197714.53,635359.97,1403514.57,595849.95,279137.95,2.62,18.16,578,28.91,3.69,106.63,46.85
2026,Ноябрь,Подразделение_35,1779668.31,465056.35,1198347.87,362652.47,162390.03,2.56,16.93,249,26.13,4.91,128.24,44.78
2026,Ноябрь,Подразделение_36,1796400.4,363130.73,1342486.98,490483.58,278369.8,2.36,14.48,512,20.21,3.66,74.04,56.75
2026,Ноябрь,Подразделение_37,1869949.78,587526.52,1135541.63,682653.56,306096.23,2.02,17.84,551,31.42,2.74,86.07,44.84
2026,Ноябрь,Подразделение_38,2170369.93,628674.23,1384527.14,284279.26,125178.47,2.67,11.76,509,28.97,7.63,221.15,44.03
2026,Ноябрь,Подразделение_39,4039448.056307999,863609.034230395,1156710.51,535079.74,218505.68,2.98,12.87,417,22.29,3.0,66.78,40.84
2026,Ноябрь,Подразделение_40,2287635.12,479687.6,1688025.62,336621.46,144767.28,3.15,17.03,518,20.97,6.8,142.5,43.01
2026,Ноябрь,Подразделение_41,2013025.0,397701.69,1515897.89,631805.6,317153.94,3.09,13.04,338,19.76,3.19,62.95,50.2
2026,Ноябрь,Подразделение_42,1464783.7,264807.18,1133774.72,379331.16,160064.71,2.82,19.71,568,18.08,3.86,69.81,42.2
2026,Ноябрь,Подразделение_43,1871161.38,531043.85,1207356.57,342730.94,144355.67,2.35,19.27,234,28.38,5.46,154.94,42.12
2026,Ноябрь,Подразделение_44,1624342.8,276328.57,1278932.09,414857.01,215563.25,2.17,18.52,288,17.01,3.92,66.61,51.96
2026,Ноябрь,Подразделение_45,6687973.8747652145,1969127.1758717734,1636204.23,499411.6,275418.55,1.97,15.65,354,30.69,5.32,163.14,55.15
2026,Ноябрь,Подразделение_46,1391072.84,387305.25,906941.28,387338.63,187733.81,2.8,12.11,423,27.84,3.59,99.99,48.47
2026,Ноябрь,Подразделение_47,2167680.27,375071.06,1698841.45,286784.78,117434.71,3.03,17.38,412,17.3,7.56,130.78,40.95
2026,Ноябрь,Подразделение_48,2630297.22,454662.0,2061969.72,544400.08,296333.86,2.5,16.85,549,17.29,4.83,83.52,54.43
2026,Ноябрь,Подразделение_49,1524035.59,260551.18,1198346.62,292427.66,135314.8,3.32,10.84,256,17.1,5.21,89.1,46.27
2026,Ноябрь,Подразделение_50,2204982.34,415689.02,1685371.07,466132.66,247717.78,1.83,18.39,447,18.85,4.73,89.18,53.14
2026,Ноябрь,Подразделение_51,2609075.53,520303.76,1958695.82,547182.66,272906.23,2.04,17.33,380,19.94,4.77,95.09,49.87
2026,Ноябрь,Подразделение_52,2491663.76,608515.16,1731019.81,468665.5,254036.07,2.44,17.48,383,24.42,5.32,129.84,54.2
2026,Ноябрь,Подразделение_53,1909249.81,516274.84,1263906.26,617868.12,338874.69,2.76,11.79,299,27.04,3.09,83.56,54.85
2026,Ноябрь,Подразделение_54,1752790.86,414197.25,1235044.3,476959.85,280709.18,1.78,19.99,364,23.63,3.67,86.84,58.85
2026,Ноябрь,Подразделение_55,1957466.29,371454.04,1493148.74,650296.47,348072.65,2.19,13.43,425,18.98,3.01,57.12,53.53
2026,Ноябрь,Подразделение_56,1970105.97,595373.78,1225888.74,534972.42,317911.75,2.56,20.41,372,30.22,3.68,111.29,59.43
2026,Ноябрь,Подразделение_57,1678017.38,434091.94,1135402.45,458030.58,210518.93,2.07,12.75,412,25.87,3.66,94.77,45.96
2026,Ноябрь,Подразделение_58,3729132.03716767,579075.1263877192,1180700.71,602503.75,349781.6,2.17,21.47,549,16.19,2.46,39.77,58.05
2026,Ноябрь,Подразделение_59,2351100.1,520787.32,1700115.95,609822.74,354796.56,2.97,16.39,452,22.15,3.86,85.4,58.18
2026,Ноябрь,Подразделение_60,2202658.21,664629.44,1371871.41,569133.72,268596.32,3.75,19.86,551,30.17,3.87,116.78,47.19
2026,Ноябрь,Подразделение_61,2490934.06,425795.03,1958690.27,350348.25,207229.28,2.01,12.82,549,17.09,7.11,121.53,59.15
2026,Ноябрь,Подразделение_62,4894353.343136345,1419633.3728998573,1208466.4,576229.14,258563.02,2.45,16.16,498,30.24,3.37,101.94,44.87
2026,Ноябрь,Подразделение_63,2134378.28,560885.71,1433271.13,521382.88,217965.86,3.15,14.17,374,26.28,4.09,107.58,41.81
2026,Ноябрь,Подразделение_64,1411028.53,418944.93,887347.37,315800.19,161275.36,2.58,17.61,571,29.69,4.47,132.66,51.07
2026,Ноябрь,Подразделение_65,2033221.64,424010.13,1503208.98,620665.17,291717.12,3.09,18.54,241,20.85,3.28,68.32,47.0
2026,Ноябрь,Подразделение_66,2457546.55,544274.78,1777203.08,375618.38,201008.62,1.72,19.52,408,22.15,6.54,144.9,53.51
2026,Ноябрь,Подразделение_67,1565243.91,349101.38,1128867.19,676315.49,340848.82,2.57,11.91,561,22.3,2.31,51.62,50.4
2026,Ноябрь,Подразделение_68,2186598.91,420673.52,1660757.02,540034.36,266689.09,1.81,20.14,235,19.24,4.05,77.9,49.38
2026,Ноябрь,Подразделение_69,1655583.3,295760.17,1285883.09,506032.22,269207.84,2.31,20.5,286,17.86,3.27,58.45,53.2
2026,Ноябрь,Подразделение_70,1949765.64,612585.12,1184034.24,563876.17,249418.07,3.69,21.29,567,31.42,3.46,108.64,44.23
2026,Ноябрь,Подразделение_71,1381444.75,407254.3,872376.88,627832.83,262960.79,2.92,13.64,481,29.48,2.2,64.87,41.88
2026,Ноябрь,Подразделение_72,2022854.31,474495.9,1429734.43,421409.65,182512.02,3.16,19.87,231,23.46,4.8,112.6,43.31
2026,Ноябрь,Подразделение_73,1880519.37,589449.94,1143706.95,609344.06,334577.38,3.21,14.11,489,31.35,3.09,96.74,54.91
2026,Ноябрь,Подразделение_74,2169766.74,392357.35,1679320.06,434850.35,205810.75,2.69,19.28,474,18.08,4.99,90.23,47.33
2026,Ноябрь,Подразделение_75,2038750.8,513711.96,1396610.86,468925.68,265211.37,2.39,19.32,535,25.2,4.35,109.55,56.56
2026,Ноябрь,Подразделение_76,2391913.97,748194.56,1456670.77,592179.57,239975.21,2.1,18.5,465,31.28,4.04,126.35,40.52
2026,Ноябрь,Подразделение_77,1391782.51,272908.86,1050646.43,319663.81,157213.38,2.63,12.89,325,19.61,4.35,85.37,49.18
2026,Ноябрь,Подразделение_78,2121931.03,351745.82,1682248.76,552843.69,287800.53,2.52,11.94,359,16.58,3.84,63.62,52.06
2026,Ноябрь,Подразделение_79,1617615.11,353703.93,1175485.19,445878.27,253210.23,1.94,11.43,574,21.87,3.63,79.33,56.79
2026,Ноябрь,Подразделение_80,2307187.82,582252.15,1579372.64,331982.07,153492.36,2.41,20.0,324,25.24,6.95,175.39,46.24
2026,Ноябрь,Подразделение_81,2449578.65,486047.06,1842019.83,592352.85,285027.97,2.32,15.72,578,19.84,4.14,82.05,48.12
2026,Ноябрь,Подразделение_82,1442440.28,426298.45,909567.22,571426.08,240682.28,2.95,18.86,243,29.55,2.52,74.6,42.12
2026,Ноябрь,Подразделение_83,2302684.29,515401.64,1658432.24,655951.49,316004.05,3.21,18.39,379,22.38,3.51,78.57,48.17
2026,Ноябрь,Подразделение_84,1931782.62,493723.84,1314627.82,509302.0,252904.53,2.78,15.59,267,25.56,3.79,96.94,49.66
2026,Ноябрь,Подразделение_85,2649950.2,503043.82,2021145.42,468087.42,198106.37,3.04,21.1,342,18.98,5.66,107.47,42.32
2026,Ноябрь,Подразделение_86,1527953.98,383766.37,1048246.02,514602.09,215551.14,3.32,20.07,256,25.12,2.97,74.58,41.89
2026,Ноябрь,Подразделение_87,1855986.87,444236.83,1300690.84,673804.57,366718.24,2.0,19.36,255,23.94,2.75,65.93,54.43
2026,Ноябрь,Подразделение_88,1555524.23,336415.36,1135005.04,381132.04,201095.74,2.47,19.27,421,21.63,4.08,88.27,52.76
